source_page,href,link_type,target,status
services/residential/asphalt-shingles/index.html,/services/roof-repairs/,internal,services/roof-repairs/index.html,ok
services/residential/asphalt-shingles/index.html,/services/roof-replacement/,internal,services/roof-replacement/index.html,ok
services/residential/asphalt-shingles/index.html,/services/gutters/,internal,services/gutters/index.html,ok
services/residential/silicone/index.html,#estimate,external/special,#estimate,ok
services/residential/silicone/index.html,#candidate,external/special,#candidate,ok
services/residential/silicone/index.html,#why,external/special,#why,ok
services/residential/silicone/index.html,#candidate,external/special,#candidate,ok
services/residential/silicone/index.html,#system,external/special,#system,ok
services/residential/silicone/index.html,#process,external/special,#process,ok
services/residential/silicone/index.html,#faq,external/special,#faq,ok
services/residential/silicone/index.html,#areas,external/special,#areas,ok
services/residential/silicone/index.html,#estimate,external/special,#estimate,ok
services/residential/silicone/index.html,#estimate,external/special,#estimate,ok
services/residential/silicone/index.html,/services/residential/tpo/,internal,services/residential/tpo/index.html,ok
services/residential/silicone/index.html,/services/roof-replacement/flat-roof/,internal,services/roof-replacement/flat-roof/index.html,ok
services/residential/silicone/index.html,#estimate,external/special,#estimate,ok
services/residential/silicone/index.html,/services/residential/tpo/,internal,services/residential/tpo/index.html,ok
services/residential/silicone/index.html,/services/roof-repairs/flat-roof-repair/,internal,services/roof-repairs/flat-roof-repair/index.html,ok
services/residential/silicone/index.html,/services/roof-replacement/flat-roof/,internal,services/roof-replacement/flat-roof/index.html,ok
services/residential/roof-washing-moss-removal/index.html,#estimate,external/special,#estimate,ok
services/residential/roof-washing-moss-removal/index.html,tel:8589006163,external/special,tel:8589006163,ok
services/residential/roof-washing-moss-removal/index.html,sms:+18589006163,external/special,sms:+18589006163,ok
services/residential/roof-washing-moss-removal/index.html,#estimate,external/special,#estimate,ok
services/residential/tpo/index.html,#estimate,external/special,#estimate,ok
services/residential/tpo/index.html,#options,external/special,#options,ok
services/residential/tpo/index.html,#why,external/special,#why,ok
services/residential/tpo/index.html,#options,external/special,#options,ok
services/residential/tpo/index.html,#insulation,external/special,#insulation,ok
services/residential/tpo/index.html,#process,external/special,#process,ok
services/residential/tpo/index.html,#faq,external/special,#faq,ok
services/residential/tpo/index.html,#areas,external/special,#areas,ok
services/residential/tpo/index.html,#estimate,external/special,#estimate,ok
services/residential/tpo/index.html,#estimate,external/special,#estimate,ok
services/residential/tpo/index.html,#estimate,external/special,#estimate,ok
services/residential/tpo/index.html,/services/roof-replacement/flat-roof/,internal,services/roof-replacement/flat-roof/index.html,ok
services/residential/tpo/index.html,/services/roof-repairs/flat-roof-repair/,internal,services/roof-repairs/flat-roof-repair/index.html,ok
services/residential/tpo/index.html,/services/roof-repairs/skylight-repair/,internal,services/roof-repairs/skylight-repair/index.html,ok
services/residential/preventive-maintenance/index.html,#estimate,external/special,#estimate,ok
services/residential/preventive-maintenance/index.html,#methods,external/special,#methods,ok
services/residential/preventive-maintenance/index.html,#why,external/special,#why,ok
services/residential/preventive-maintenance/index.html,#methods,external/special,#methods,ok
services/residential/preventive-maintenance/index.html,#safety,external/special,#safety,ok
services/residential/preventive-maintenance/index.html,#diy,external/special,#diy,ok
services/residential/preventive-maintenance/index.html,#faq,external/special,#faq,ok
services/residential/preventive-maintenance/index.html,#areas,external/special,#areas,ok
services/residential/preventive-maintenance/index.html,#estimate,external/special,#estimate,ok
services/residential/preventive-maintenance/index.html,#estimate,external/special,#estimate,ok
services/residential/preventive-maintenance/index.html,#estimate,external/special,#estimate,ok
services/residential/preventive-maintenance/index.html,/services/roof-repairs/roof-cleaning-maintenance/,internal,services/roof-repairs/roof-cleaning-maintenance/index.html,ok
services/residential/preventive-maintenance/index.html,/services/residential/preventive-maintenance/,internal,services/residential/preventive-maintenance/index.html,ok
services/residential/preventive-maintenance/index.html,/services/roof-repairs/roof-leak-repair/,internal,services/roof-repairs/roof-leak-repair/index.html → /services/,REWRITE_SUGGESTED
services/residential/torch-down/index.html,#estimate,external/special,#estimate,ok
services/residential/torch-down/index.html,#advantages,external/special,#advantages,ok
services/residential/torch-down/index.html,#advantages,external/special,#advantages,ok
services/residential/torch-down/index.html,#when,external/special,#when,ok
services/residential/torch-down/index.html,#options,external/special,#options,ok
services/residential/torch-down/index.html,#process,external/special,#process,ok
services/residential/torch-down/index.html,#faq,external/special,#faq,ok
services/residential/torch-down/index.html,#areas,external/special,#areas,ok
services/residential/torch-down/index.html,#estimate,external/special,#estimate,ok
services/residential/torch-down/index.html,#estimate,external/special,#estimate,ok
services/residential/torch-down/index.html,#estimate,external/special,#estimate,ok
services/residential/torch-down/index.html,/services/roof-repairs/flat-roof-repair/,internal,services/roof-repairs/flat-roof-repair/index.html,ok
services/residential/torch-down/index.html,/services/roof-replacement/flat-roof/,internal,services/roof-replacement/flat-roof/index.html,ok
services/residential/torch-down/index.html,/services/residential/,internal,services/residential/index.html,ok
services/insurance-claims/index.html,/services/insurance-claims/storm-damage/,internal,services/insurance-claims/storm-damage/index.html,ok
services/insurance-claims/index.html,/services/insurance-claims/emergency-tarping-dry-in/,internal,services/insurance-claims/emergency-tarping-dry-in/index.html,ok
services/insurance-claims/index.html,/services/insurance-claims/adjuster-support/,internal,services/insurance-claims/adjuster-support/index.html,ok
services/insurance-claims/index.html,/services/insurance-claims/faq/,internal,services/insurance-claims/faq/index.html,ok
about/index.html,/,internal,index.html,ok
about/index.html,/services/,internal,services/index.html,ok
about/index.html,/,internal,index.html,ok
about/index.html,/services/,internal,services/index.html,ok
about/index.html,/,internal,index.html,ok
about/index.html,/contact/,internal,contact/index.html,ok
about/index.html,/services/,internal,services/index.html,ok
about/index.html,tel:8589006163,external/special,tel:8589006163,ok
about/index.html,sms:+18589006163,external/special,sms:+18589006163,ok
about/index.html,/,internal,index.html,ok
contact/index.html,tel:8589006163,external/special,tel:8589006163,ok
contact/index.html,sms:+18589006163,external/special,sms:+18589006163,ok
contact/index.html,#contact-form,external/special,#contact-form,ok
contact/index.html,#reach,external/special,#reach,ok
contact/index.html,#hours,external/special,#hours,ok
contact/index.html,#areas,external/special,#areas,ok
contact/index.html,#faq,external/special,#faq,ok
contact/index.html,#contact-form,external/special,#contact-form,ok
contact/index.html,tel:8589006163,external/special,tel:8589006163,ok
contact/index.html,sms:+18589006163,external/special,sms:+18589006163,ok
contact/index.html,mailto:hello@zenithroofingservices.com,external/special,mailto:hello@zenithroofingservices.com,ok
contact/index.html,tel:8589006163,external/special,tel:8589006163,ok
contact/index.html,sms:+18589006163,external/special,sms:+18589006163,ok
blog/index.html,/blog/cdx-vs-osb.html,internal,blog/cdx-vs-osb.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/solar-racking-stanchions.html,internal,blog/solar-racking-stanchions.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/peel-and-stick-vs-felt.html,internal,blog/peel-and-stick-vs-felt.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/tpo-vs-torch.html,internal,blog/tpo-vs-torch.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/repair-vs-replace-30-years.html,internal,blog/repair-vs-replace-30-years.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/termites-from-leaks.html,internal,blog/termites-from-leaks.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/wood-shakes-under-shingles.html,internal,blog/wood-shakes-under-shingles.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/why-professional-roof-report.html,internal,blog/why-professional-roof-report.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/insurance-claims-san-diego-wind.html,internal,blog/insurance-claims-san-diego-wind.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/ponding-water-crickets-diverters.html,internal,blog/ponding-water-crickets-diverters.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/bryan-escondido-story.html,internal,blog/bryan-escondido-story.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/why-warranty-matters.html,internal,blog/why-warranty-matters.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/blog/repair-stories-skip-sheathing.html,internal,blog/repair-stories-skip-sheathing.html → /blog/,REWRITE_SUGGESTED
blog/index.html,/#estimate,internal,index.html,ok
thank-you/index.html,tel:8589006163,external/special,tel:8589006163,ok
thank-you/index.html,/,internal,index.html,ok
projects/index.html,#gallery,external/special,#gallery,ok
projects/index.html,#estimate,external/special,#estimate,ok
projects/index.html,#filters,external/special,#filters,ok
projects/index.html,#gallery,external/special,#gallery,ok
projects/index.html,#estimate,external/special,#estimate,ok
projects/index.html,#estimate,external/special,#estimate,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#,external/special,#,ok
glossary/index.html,#underlayment-peel,external/special,#underlayment-peel,ok
glossary/index.html,#valley-metal,external/special,#valley-metal,ok
glossary/index.html,#curb-mounted-skylight,external/special,#curb-mounted-skylight,ok
glossary/index.html,#deck-mounted-skylight,external/special,#deck-mounted-skylight,ok
glossary/index.html,#weather-blocking,external/special,#weather-blocking,ok
glossary/index.html,#tile-kicker,external/special,#tile-kicker,ok
glossary/index.html,#osb,external/special,#osb,ok
glossary/index.html,#tongue-and-groove,external/special,#tongue-and-groove,ok
glossary/index.html,#lightweight-concrete-tiles,external/special,#lightweight-concrete-tiles,ok
glossary/index.html,#weather-blocking,external/special,#weather-blocking,ok
glossary/index.html,#deck-mounted-skylight,external/special,#deck-mounted-skylight,ok
glossary/index.html,#curb-mounted-skylight,external/special,#curb-mounted-skylight,ok
glossary/index.html,#rafter-tails,external/special,#rafter-tails,ok
glossary/index.html,#gutters,external/special,#gutters,ok
glossary/index.html,#valley-metal,external/special,#valley-metal,ok
glossary/index.html,#tile-kicker,external/special,#tile-kicker,ok
glossary/index.html,#cdx-plywood,external/special,#cdx-plywood,ok
glossary/index.html,#fascia,external/special,#fascia,ok
glossary/index.html,#gutters,external/special,#gutters,ok
glossary/index.html,#wood-shakes,external/special,#wood-shakes,ok
glossary/index.html,#shiplap,external/special,#shiplap,ok
glossary/index.html,#gutters,external/special,#gutters,ok
glossary/index.html,#tile-pan-flashing,external/special,#tile-pan-flashing,ok
glossary/index.html,#valley-metal,external/special,#valley-metal,ok
glossary/index.html,#weather-blocking,external/special,#weather-blocking,ok
glossary/index.html,#torch-down,external/special,#torch-down,ok
glossary/index.html,#tpo,external/special,#tpo,ok
glossary/index.html,#spaced-sheathing,external/special,#spaced-sheathing,ok
glossary/index.html,#bird-stop,external/special,#bird-stop,ok
glossary/index.html,#tpo,external/special,#tpo,ok
glossary/index.html,#torch-down,external/special,#torch-down,ok
glossary/index.html,/#estimate,internal,index.html,ok
youtube/index.html,https://youtube.com/@roofingfanatics4775,external/special,https://youtube.com/@roofingfanatics4775,ok
youtube/index.html,/services/residential/torch-down/,internal,services/residential/torch-down/index.html,ok
youtube/index.html,/#estimate,internal,index.html,ok
youtube/index.html,/services/residential/torch-down/,internal,services/residential/torch-down/index.html,ok
youtube/index.html,/#estimate,internal,index.html,ok
youtube/index.html,/services/residential/silicone/,internal,services/residential/silicone/index.html,ok
youtube/index.html,/contact/,internal,contact/index.html,ok
youtube/index.html,/services/roof-repairs/roof-leak-repair/,internal,services/roof-repairs/roof-leak-repair/index.html → /services/,REWRITE_SUGGESTED
youtube/index.html,/#estimate,internal,index.html,ok
youtube/index.html,/services/roof-replacement/pitched-roof/,internal,services/roof-replacement/pitched-roof/index.html,ok
youtube/index.html,/#estimate,internal,index.html,ok
youtube/index.html,/services/roof-repairs/tile-roof-repair/,internal,services/roof-repairs/tile-roof-repair/index.html,ok
youtube/index.html,/contact/,internal,contact/index.html,ok
youtube/index.html,/#estimate,internal,index.html,ok
youtube/index.html,/contact/,internal,contact/index.html,ok
